,timestamp,event_name,source,fields,severity,message
7401,1664585401,interface_local_fault,PE-10,"[{""device_name"": ""PE-10"", ""interface_name"": ""et-1-1-3"", ""link_id"": ""11.3.10""}]",critical,"2022-10-01 00:50:01: npu_drvr[189]: %PLATFORM-VETH_PD-2-RX_FAULT : Interface et-1-1-3, Detected Local Fault"
7403,1664585401,interface_local_fault,PE-10,"[{""device_name"": ""PE-10"", ""interface_name"": ""et-1-2-1"", ""link_id"": ""12.10.1""}]",critical,"2022-10-01 00:50:01: npu_drvr[9415]: %PLATFORM-VETH_PD-2-RX_FAULT : Interface et-1-2-1, Detected Local Fault"
7404,1664585401,interface_local_fault,PE-10,"[{""device_name"": ""PE-10"", ""interface_name"": ""et-1-2-2"", ""link_id"": ""12.10.2""}]",critical,"2022-10-01 00:50:01: npu_drvr[7222]: %PLATFORM-VETH_PD-2-RX_FAULT : Interface et-1-2-2, Detected Local Fault"
7405,1664585401,interface_down,PE-10,"[{""device_name"": ""PE-10"", ""interface_name"": ""et-1-1-1"", ""link_id"": ""11.1.10""}]",error,2022-10-01 00:50:01: if_mgr[8986]: %INTF-STATE_MGR-3-STATE_CHANGE_EVENT : Interface changed state to down: et-1-1-1 in device PE-10
7406,1664585401,interface_down,PE-10,"[{""device_name"": ""PE-10"", ""interface_name"": ""et-1-1-2"", ""link_id"": ""11.2.10""}]",error,2022-10-01 00:50:01: if_mgr[5713]: %INTF-STATE_MGR-3-STATE_CHANGE_EVENT : Interface changed state to down: et-1-1-2 in device PE-10
7407,1664585401,interface_down,PE-10,"[{""device_name"": ""PE-10"", ""interface_name"": ""et-1-1-3"", ""link_id"": ""11.3.10""}]",error,2022-10-01 00:50:01: if_mgr[5971]: %INTF-STATE_MGR-3-STATE_CHANGE_EVENT : Interface changed state to down: et-1-1-3 in device PE-10
7408,1664585401,interface_down,PE-10,"[{""device_name"": ""PE-10"", ""interface_name"": ""et-1-1-4"", ""link_id"": ""11.4.10""}]",error,2022-10-01 00:50:01: if_mgr[5175]: %INTF-STATE_MGR-3-STATE_CHANGE_EVENT : Interface changed state to down: et-1-1-4 in device PE-10
7409,1664585401,interface_down,PE-10,"[{""device_name"": ""PE-10"", ""interface_name"": ""et-1-2-1"", ""link_id"": ""12.10.1""}]",error,2022-10-01 00:50:01: if_mgr[6570]: %INTF-STATE_MGR-3-STATE_CHANGE_EVENT : Interface changed state to down: et-1-2-1 in device PE-10
7402,1664585401,interface_local_fault,PE-10,"[{""device_name"": ""PE-10"", ""interface_name"": ""et-1-1-4"", ""link_id"": ""11.4.10""}]",critical,"2022-10-01 00:50:01: npu_drvr[3857]: %PLATFORM-VETH_PD-2-RX_FAULT : Interface et-1-1-4, Detected Local Fault"
7334,1664585401,interface_up,tun-100-1-13-2,"[{""device_name"": ""E-100-1"", ""interface_name"": ""tun-13-2"", ""link_id"": ""tun-100-1-13-2""}]",info,2022-10-01 00:50:01: if_mgr[4916]: %INTF-STATE_MGR-3-STATE_CHANGE_EVENT : Interface changed state to up: tun-13-2 in device E-100-1
7333,1664585401,interface_down,tun-100-1-11-2,"[{""device_name"": ""E-100-1"", ""interface_name"": ""tun-11-2"", ""link_id"": ""tun-100-1-11-2""}]",error,2022-10-01 00:50:01: if_mgr[4732]: %INTF-STATE_MGR-3-STATE_CHANGE_EVENT : Interface changed state to down: tun-11-2 in device E-100-1
7332,1664585401,interface_down,tun-1-2-99-2,"[{""device_name"": ""E-99-2"", ""interface_name"": ""tun-1-2"", ""link_id"": ""tun-1-2-99-2""}]",error,2022-10-01 00:50:01: if_mgr[1220]: %INTF-STATE_MGR-3-STATE_CHANGE_EVENT : Interface changed state to down: tun-1-2 in device E-99-2
7278,1664585401,bgp_session_down,tun-1-1-47-1,"[{""device_name"": ""E-47-1"", ""local_address"": ""47.1.1.12/30"", ""remote_peer_address"": ""47.1.1.11/30"", ""remote_id"": ""E-1-1""}]",critical,2022-10-01 00:50:01: bgp_mgr[8228]: %BGP-STATE_MGR-3-STATE_CHANGE_EVENT : BGP session to 47.1.1.11/30 changed state to down in device E-47-1
7279,1664585401,interface_down,tun-100-1-47-2,"[{""device_name"": ""E-47-2"", ""interface_name"": ""tun-100-1"", ""link_id"": ""tun-100-1-47-2""}]",error,2022-10-01 00:50:01: if_mgr[4002]: %INTF-STATE_MGR-3-STATE_CHANGE_EVENT : Interface changed state to down: tun-100-1 in device E-47-2
7280,1664585401,bgp_session_up,tun-1-1-48-1,"[{""device_name"": ""E-48-1"", ""local_address"": ""48.1.1.12/30"", ""remote_peer_address"": ""48.1.1.11/30"", ""remote_id"": ""E-1-1""}]",info,2022-10-01 00:50:01: bgp_mgr[6727]: %BGP-STATE_MGR-3-STATE_CHANGE_EVENT : BGP session to 48.1.1.11/30 changed state to up in device E-48-1
7281,1664585401,interface_down,12.48.2,"[{""device_name"": ""E-48-2"", ""interface_name"": ""et-1-1-1"", ""link_id"": ""12.48.2""}]",error,2022-10-01 00:50:01: if_mgr[2211]: %INTF-STATE_MGR-3-STATE_CHANGE_EVENT : Interface changed state to down: et-1-1-1 in device E-48-2
7282,1664585401,bgp_session_up,tun-1-1-49-2,"[{""device_name"": ""E-49-2"", ""local_address"": ""49.2.1.12/30"", ""remote_peer_address"": ""49.2.1.11/30"", ""remote_id"": ""E-1-1""}]",info,2022-10-01 00:50:01: bgp_mgr[6972]: %BGP-STATE_MGR-3-STATE_CHANGE_EVENT : BGP session to 49.2.1.11/30 changed state to up in device E-49-2
7283,1664585401,interface_down,tun-1-1-50-2,"[{""device_name"": ""E-50-2"", ""interface_name"": ""tun-1-1"", ""link_id"": ""tun-1-1-50-2""}]",error,2022-10-01 00:50:01: if_mgr[5776]: %INTF-STATE_MGR-3-STATE_CHANGE_EVENT : Interface changed state to down: tun-1-1 in device E-50-2
7284,1664585401,interface_down,tun-1-2-51-1,"[{""device_name"": ""E-51-1"", ""interface_name"": ""tun-1-2"", ""link_id"": ""tun-1-2-51-1""}]",error,2022-10-01 00:50:01: if_mgr[6436]: %INTF-STATE_MGR-3-STATE_CHANGE_EVENT : Interface changed state to down: tun-1-2 in device E-51-1
7285,1664585401,interface_optics_fault,tun-100-2-52-2,"[{""device_name"": ""E-52-2"", ""interface_name"": ""tun-100-2"", ""link_id"": ""tun-100-2-52-2""}]",critical,2022-10-01 00:50:01: lda_server[5194]: %PKT_INFRA-FM-3-FAULT_MAJOR : ALARM_MAJOR :OPTICS RX POWER LANE-3 HIGH WARNING :CLEAR tun-100-2
7286,1664585401,interface_down,tun-1-2-54-1,"[{""device_name"": ""E-54-1"", ""interface_name"": ""tun-1-2"", ""link_id"": ""tun-1-2-54-1""}]",error,2022-10-01 00:50:01: if_mgr[5794]: %INTF-STATE_MGR-3-STATE_CHANGE_EVENT : Interface changed state to down: tun-1-2 in device E-54-1
7446,1664585401,interface_down,E-10-2,"[{""device_name"": ""E-10-2"", ""interface_name"": ""et-1-1-1"", ""link_id"": ""12.10.2""}]",error,2022-10-01 00:50:01: if_mgr[6440]: %INTF-STATE_MGR-3-STATE_CHANGE_EVENT : Interface changed state to down: et-1-1-1 in device E-10-2
7287,1664585401,bgp_session_up,tun-100-2-54-1,"[{""device_name"": ""E-54-1"", ""local_address"": ""54.1.100.22/30"", ""remote_peer_address"": ""54.1.100.21/30"", ""remote_id"": ""E-100-2""}]",info,2022-10-01 00:50:01: bgp_mgr[5336]: %BGP-STATE_MGR-3-STATE_CHANGE_EVENT : BGP session to 54.1.100.21/30 changed state to up in device E-54-1
7288,1664585401,interface_local_fault,tun-1-2-56-1,"[{""device_name"": ""E-56-1"", ""interface_name"": ""tun-1-2"", ""link_id"": ""tun-1-2-56-1""}]",critical,"2022-10-01 00:50:01: npu_drvr[8586]: %PLATFORM-VETH_PD-2-RX_FAULT : Interface tun-1-2, Detected Local Fault"
7289,1664585401,interface_optics_fault,tun-100-1-56-1,"[{""device_name"": ""E-56-1"", ""interface_name"": ""tun-100-1"", ""link_id"": ""tun-100-1-56-1""}]",critical,2022-10-01 00:50:01: lda_server[3200]: %PKT_INFRA-FM-3-FAULT_MAJOR : ALARM_MAJOR :OPTICS RX POWER LANE-3 HIGH WARNING :CLEAR tun-100-1
7290,1664585401,interface_down,tun-1-1-57-1,"[{""device_name"": ""E-57-1"", ""interface_name"": ""tun-1-1"", ""link_id"": ""tun-1-1-57-1""}]",error,2022-10-01 00:50:01: if_mgr[2044]: %INTF-STATE_MGR-3-STATE_CHANGE_EVENT : Interface changed state to down: tun-1-1 in device E-57-1
7291,1664585401,interface_local_fault,tun-1-1-58-2,"[{""device_name"": ""E-58-2"", ""interface_name"": ""tun-1-1"", ""link_id"": ""tun-1-1-58-2""}]",critical,"2022-10-01 00:50:01: npu_drvr[3551]: %PLATFORM-VETH_PD-2-RX_FAULT : Interface tun-1-1, Detected Local Fault"
7277,1664585401,interface_down,tun-1-1-46-2,"[{""device_name"": ""E-46-2"", ""interface_name"": ""tun-1-1"", ""link_id"": ""tun-1-1-46-2""}]",error,2022-10-01 00:50:01: if_mgr[4088]: %INTF-STATE_MGR-3-STATE_CHANGE_EVENT : Interface changed state to down: tun-1-1 in device E-46-2
7276,1664585401,interface_down,12.45.2,"[{""device_name"": ""E-45-2"", ""interface_name"": ""et-1-1-1"", ""link_id"": ""12.45.2""}]",error,2022-10-01 00:50:01: if_mgr[4331]: %INTF-STATE_MGR-3-STATE_CHANGE_EVENT : Interface changed state to down: et-1-1-1 in device E-45-2
7275,1664585401,interface_down,tun-100-1-45-1,"[{""device_name"": ""E-45-1"", ""interface_name"": ""tun-100-1"", ""link_id"": ""tun-100-1-45-1""}]",error,2022-10-01 00:50:01: if_mgr[463]: %INTF-STATE_MGR-3-STATE_CHANGE_EVENT : Interface changed state to down: tun-100-1 in device E-45-1
7274,1664585401,interface_down,tun-1-1-45-1,"[{""device_name"": ""E-45-1"", ""interface_name"": ""tun-1-1"", ""link_id"": ""tun-1-1-45-1""}]",error,2022-10-01 00:50:01: if_mgr[4683]: %INTF-STATE_MGR-3-STATE_CHANGE_EVENT : Interface changed state to down: tun-1-1 in device E-45-1
7258,1664585401,interface_up,tun-1-2-30-1,"[{""device_name"": ""E-30-1"", ""interface_name"": ""tun-1-2"", ""link_id"": ""tun-1-2-30-1""}]",info,2022-10-01 00:50:01: if_mgr[4256]: %INTF-STATE_MGR-3-STATE_CHANGE_EVENT : Interface changed state to up: tun-1-2 in device E-30-1
7259,1664585401,bgp_session_up,tun-100-2-30-2,"[{""device_name"": ""E-30-2"", ""local_address"": ""30.2.100.22/30"", ""remote_peer_address"": ""30.2.100.21/30"", ""remote_id"": ""E-100-2""}]",info,2022-10-01 00:50:01: bgp_mgr[8281]: %BGP-STATE_MGR-3-STATE_CHANGE_EVENT : BGP session to 30.2.100.21/30 changed state to up in device E-30-2
7260,1664585401,bgp_session_down,tun-1-2-31-1,"[{""device_name"": ""E-31-1"", ""local_address"": ""31.1.1.22/30"", ""remote_peer_address"": ""31.1.1.21/30"", ""remote_id"": ""E-1-2""}]",critical,2022-10-01 00:50:01: bgp_mgr[3898]: %BGP-STATE_MGR-3-STATE_CHANGE_EVENT : BGP session to 31.1.1.21/30 changed state to down in device E-31-1
7261,1664585401,interface_down,12.32.1,"[{""device_name"": ""E-32-1"", ""interface_name"": ""et-1-1-1"", ""link_id"": ""12.32.1""}]",error,2022-10-01 00:50:01: if_mgr[3687]: %INTF-STATE_MGR-3-STATE_CHANGE_EVENT : Interface changed state to down: et-1-1-1 in device E-32-1
7262,1664585401,bgp_session_down,tun-100-1-32-2,"[{""device_name"": ""E-32-2"", ""local_address"": ""32.2.100.12/30"", ""remote_peer_address"": ""32.2.100.11/30"", ""remote_id"": ""E-100-1""}]",critical,2022-10-01 00:50:01: bgp_mgr[9731]: %BGP-STATE_MGR-3-STATE_CHANGE_EVENT : BGP session to 32.2.100.11/30 changed state to down in device E-32-2
7263,1664585401,interface_optics_fault,12.33.2,"[{""device_name"": ""E-33-2"", ""interface_name"": ""et-1-1-1"", ""link_id"": ""12.33.2""}]",critical,2022-10-01 00:50:01: lda_server[2381]: %PKT_INFRA-FM-3-FAULT_MAJOR : ALARM_MAJOR :OPTICS RX POWER LANE-3 HIGH WARNING :CLEAR et-1-1-1
7264,1664585401,interface_down,tun-1-1-33-2,"[{""device_name"": ""E-33-2"", ""interface_name"": ""tun-1-1"", ""link_id"": ""tun-1-1-33-2""}]",error,2022-10-01 00:50:01: if_mgr[414]: %INTF-STATE_MGR-3-STATE_CHANGE_EVENT : Interface changed state to down: tun-1-1 in device E-33-2
7292,1664585401,bgp_session_down,tun-1-1-60-2,"[{""device_name"": ""E-60-2"", ""local_address"": ""60.2.1.12/30"", ""remote_peer_address"": ""60.2.1.11/30"", ""remote_id"": ""E-1-1""}]",critical,2022-10-01 00:50:01: bgp_mgr[6666]: %BGP-STATE_MGR-3-STATE_CHANGE_EVENT : BGP session to 60.2.1.11/30 changed state to down in device E-60-2
7265,1664585401,interface_down,tun-100-1-35-1,"[{""device_name"": ""E-35-1"", ""interface_name"": ""tun-100-1"", ""link_id"": ""tun-100-1-35-1""}]",error,2022-10-01 00:50:01: if_mgr[2141]: %INTF-STATE_MGR-3-STATE_CHANGE_EVENT : Interface changed state to down: tun-100-1 in device E-35-1
7267,1664585401,bgp_session_up,tun-100-2-35-2,"[{""device_name"": ""E-35-2"", ""local_address"": ""35.2.100.22/30"", ""remote_peer_address"": ""35.2.100.21/30"", ""remote_id"": ""E-100-2""}]",info,2022-10-01 00:50:01: bgp_mgr[588]: %BGP-STATE_MGR-3-STATE_CHANGE_EVENT : BGP session to 35.2.100.21/30 changed state to up in device E-35-2
7268,1664585401,bgp_session_down,tun-1-1-40-1,"[{""device_name"": ""E-40-1"", ""local_address"": ""40.1.1.12/30"", ""remote_peer_address"": ""40.1.1.11/30"", ""remote_id"": ""E-1-1""}]",critical,2022-10-01 00:50:01: bgp_mgr[4126]: %BGP-STATE_MGR-3-STATE_CHANGE_EVENT : BGP session to 40.1.1.11/30 changed state to down in device E-40-1
7269,1664585401,interface_local_fault,tun-1-1-41-2,"[{""device_name"": ""E-41-2"", ""interface_name"": ""tun-1-1"", ""link_id"": ""tun-1-1-41-2""}]",critical,"2022-10-01 00:50:01: npu_drvr[7733]: %PLATFORM-VETH_PD-2-RX_FAULT : Interface tun-1-1, Detected Local Fault"
7270,1664585401,bgp_session_up,tun-1-2-43-2,"[{""device_name"": ""E-43-2"", ""local_address"": ""43.2.1.22/30"", ""remote_peer_address"": ""43.2.1.21/30"", ""remote_id"": ""E-1-2""}]",info,2022-10-01 00:50:01: bgp_mgr[7652]: %BGP-STATE_MGR-3-STATE_CHANGE_EVENT : BGP session to 43.2.1.21/30 changed state to up in device E-43-2
7271,1664585401,bgp_session_down,tun-1-1-44-1,"[{""device_name"": ""E-44-1"", ""local_address"": ""44.1.1.12/30"", ""remote_peer_address"": ""44.1.1.11/30"", ""remote_id"": ""E-1-1""}]",critical,2022-10-01 00:50:01: bgp_mgr[8545]: %BGP-STATE_MGR-3-STATE_CHANGE_EVENT : BGP session to 44.1.1.11/30 changed state to down in device E-44-1
7272,1664585401,bgp_session_up,tun-1-2-44-1,"[{""device_name"": ""E-44-1"", ""local_address"": ""44.1.1.22/30"", ""remote_peer_address"": ""44.1.1.21/30"", ""remote_id"": ""E-1-2""}]",info,2022-10-01 00:50:01: bgp_mgr[3126]: %BGP-STATE_MGR-3-STATE_CHANGE_EVENT : BGP session to 44.1.1.21/30 changed state to up in device E-44-1
7273,1664585401,interface_optics_fault,tun-1-2-44-2,"[{""device_name"": ""E-44-2"", ""interface_name"": ""tun-1-2"", ""link_id"": ""tun-1-2-44-2""}]",critical,2022-10-01 00:50:01: lda_server[4284]: %PKT_INFRA-FM-3-FAULT_MAJOR : ALARM_MAJOR :OPTICS RX POWER LANE-3 HIGH WARNING :CLEAR tun-1-2
7266,1664585401,interface_down,tun-1-2-35-2,"[{""device_name"": ""E-35-2"", ""interface_name"": ""tun-1-2"", ""link_id"": ""tun-1-2-35-2""}]",error,2022-10-01 00:50:01: if_mgr[9975]: %INTF-STATE_MGR-3-STATE_CHANGE_EVENT : Interface changed state to down: tun-1-2 in device E-35-2
7293,1664585401,interface_down,tun-1-1-62-1,"[{""device_name"": ""E-62-1"", ""interface_name"": ""tun-1-1"", ""link_id"": ""tun-1-1-62-1""}]",error,2022-10-01 00:50:01: if_mgr[6525]: %INTF-STATE_MGR-3-STATE_CHANGE_EVENT : Interface changed state to down: tun-1-1 in device E-62-1
7294,1664585401,interface_down,tun-1-2-62-1,"[{""device_name"": ""E-62-1"", ""interface_name"": ""tun-1-2"", ""link_id"": ""tun-1-2-62-1""}]",error,2022-10-01 00:50:01: if_mgr[4292]: %INTF-STATE_MGR-3-STATE_CHANGE_EVENT : Interface changed state to down: tun-1-2 in device E-62-1
7295,1664585401,interface_optics_fault,12.62.2,"[{""device_name"": ""E-62-2"", ""interface_name"": ""et-1-1-1"", ""link_id"": ""12.62.2""}]",critical,2022-10-01 00:50:01: lda_server[8065]: %PKT_INFRA-FM-3-FAULT_MAJOR : ALARM_MAJOR :OPTICS RX POWER LANE-3 HIGH WARNING :CLEAR et-1-1-1
7316,1664585401,interface_optics_fault,tun-100-1-79-2,"[{""device_name"": ""E-79-2"", ""interface_name"": ""tun-100-1"", ""link_id"": ""tun-100-1-79-2""}]",critical,2022-10-01 00:50:01: lda_server[1503]: %PKT_INFRA-FM-3-FAULT_MAJOR : ALARM_MAJOR :OPTICS RX POWER LANE-3 HIGH WARNING :CLEAR tun-100-1
7317,1664585401,interface_down,tun-1-1-80-1,"[{""device_name"": ""E-80-1"", ""interface_name"": ""tun-1-1"", ""link_id"": ""tun-1-1-80-1""}]",error,2022-10-01 00:50:01: if_mgr[2905]: %INTF-STATE_MGR-3-STATE_CHANGE_EVENT : Interface changed state to down: tun-1-1 in device E-80-1
7318,1664585401,interface_down,tun-100-2-80-1,"[{""device_name"": ""E-80-1"", ""interface_name"": ""tun-100-2"", ""link_id"": ""tun-100-2-80-1""}]",error,2022-10-01 00:50:01: if_mgr[3720]: %INTF-STATE_MGR-3-STATE_CHANGE_EVENT : Interface changed state to down: tun-100-2 in device E-80-1
7319,1664585401,interface_down,tun-100-1-81-2,"[{""device_name"": ""E-81-2"", ""interface_name"": ""tun-100-1"", ""link_id"": ""tun-100-1-81-2""}]",error,2022-10-01 00:50:01: if_mgr[3906]: %INTF-STATE_MGR-3-STATE_CHANGE_EVENT : Interface changed state to down: tun-100-1 in device E-81-2
7320,1664585401,interface_down,tun-1-1-84-1,"[{""device_name"": ""E-84-1"", ""interface_name"": ""tun-1-1"", ""link_id"": ""tun-1-1-84-1""}]",error,2022-10-01 00:50:01: if_mgr[6541]: %INTF-STATE_MGR-3-STATE_CHANGE_EVENT : Interface changed state to down: tun-1-1 in device E-84-1
7321,1664585401,bgp_session_up,tun-1-1-85-1,"[{""device_name"": ""E-85-1"", ""local_address"": ""85.1.1.12/30"", ""remote_peer_address"": ""85.1.1.11/30"", ""remote_id"": ""E-1-1""}]",info,2022-10-01 00:50:01: bgp_mgr[4352]: %BGP-STATE_MGR-3-STATE_CHANGE_EVENT : BGP session to 85.1.1.11/30 changed state to up in device E-85-1
7322,1664585401,interface_down,tun-100-2-88-1,"[{""device_name"": ""E-88-1"", ""interface_name"": ""tun-100-2"", ""link_id"": ""tun-100-2-88-1""}]",error,2022-10-01 00:50:01: if_mgr[4947]: %INTF-STATE_MGR-3-STATE_CHANGE_EVENT : Interface changed state to down: tun-100-2 in device E-88-1
7315,1664585401,interface_down,tun-1-1-79-2,"[{""device_name"": ""E-79-2"", ""interface_name"": ""tun-1-1"", ""link_id"": ""tun-1-1-79-2""}]",error,2022-10-01 00:50:01: if_mgr[5122]: %INTF-STATE_MGR-3-STATE_CHANGE_EVENT : Interface changed state to down: tun-1-1 in device E-79-2
7323,1664585401,interface_optics_fault,tun-1-1-91-1,"[{""device_name"": ""E-91-1"", ""interface_name"": ""tun-1-1"", ""link_id"": ""tun-1-1-91-1""}]",critical,2022-10-01 00:50:01: lda_server[7540]: %PKT_INFRA-FM-3-FAULT_MAJOR : ALARM_MAJOR :OPTICS RX POWER LANE-3 HIGH WARNING :CLEAR tun-1-1
7325,1664585401,interface_down,tun-1-2-93-1,"[{""device_name"": ""E-93-1"", ""interface_name"": ""tun-1-2"", ""link_id"": ""tun-1-2-93-1""}]",error,2022-10-01 00:50:01: if_mgr[1233]: %INTF-STATE_MGR-3-STATE_CHANGE_EVENT : Interface changed state to down: tun-1-2 in device E-93-1
7326,1664585401,interface_down,tun-1-2-93-2,"[{""device_name"": ""E-93-2"", ""interface_name"": ""tun-1-2"", ""link_id"": ""tun-1-2-93-2""}]",error,2022-10-01 00:50:01: if_mgr[4560]: %INTF-STATE_MGR-3-STATE_CHANGE_EVENT : Interface changed state to down: tun-1-2 in device E-93-2
7327,1664585401,interface_up,12.94.1,"[{""device_name"": ""E-94-1"", ""interface_name"": ""et-1-1-1"", ""link_id"": ""12.94.1""}]",info,2022-10-01 00:50:01: if_mgr[3382]: %INTF-STATE_MGR-3-STATE_CHANGE_EVENT : Interface changed state to up: et-1-1-1 in device E-94-1
7328,1664585401,interface_down,tun-100-1-94-1,"[{""device_name"": ""E-94-1"", ""interface_name"": ""tun-100-1"", ""link_id"": ""tun-100-1-94-1""}]",error,2022-10-01 00:50:01: if_mgr[491]: %INTF-STATE_MGR-3-STATE_CHANGE_EVENT : Interface changed state to down: tun-100-1 in device E-94-1
7329,1664585401,interface_optics_fault,tun-100-2-94-1,"[{""device_name"": ""E-94-1"", ""interface_name"": ""tun-100-2"", ""link_id"": ""tun-100-2-94-1""}]",critical,2022-10-01 00:50:01: lda_server[6277]: %PKT_INFRA-FM-3-FAULT_MAJOR : ALARM_MAJOR :OPTICS RX POWER LANE-3 HIGH WARNING :CLEAR tun-100-2
7330,1664585401,bgp_session_up,tun-1-1-97-1,"[{""device_name"": ""E-97-1"", ""local_address"": ""97.1.1.12/30"", ""remote_peer_address"": ""97.1.1.11/30"", ""remote_id"": ""E-1-1""}]",info,2022-10-01 00:50:01: bgp_mgr[4886]: %BGP-STATE_MGR-3-STATE_CHANGE_EVENT : BGP session to 97.1.1.11/30 changed state to up in device E-97-1
7331,1664585401,interface_down,tun-1-1-98-1,"[{""device_name"": ""E-98-1"", ""interface_name"": ""tun-1-1"", ""link_id"": ""tun-1-1-98-1""}]",error,2022-10-01 00:50:01: if_mgr[1940]: %INTF-STATE_MGR-3-STATE_CHANGE_EVENT : Interface changed state to down: tun-1-1 in device E-98-1
7324,1664585401,bgp_session_up,tun-100-2-92-1,"[{""device_name"": ""E-92-1"", ""local_address"": ""92.1.100.22/30"", ""remote_peer_address"": ""92.1.100.21/30"", ""remote_id"": ""E-100-2""}]",info,2022-10-01 00:50:01: bgp_mgr[6519]: %BGP-STATE_MGR-3-STATE_CHANGE_EVENT : BGP session to 92.1.100.21/30 changed state to up in device E-92-1
7256,1664585401,interface_down,tun-1-2-27-1,"[{""device_name"": ""E-27-1"", ""interface_name"": ""tun-1-2"", ""link_id"": ""tun-1-2-27-1""}]",error,2022-10-01 00:50:01: if_mgr[429]: %INTF-STATE_MGR-3-STATE_CHANGE_EVENT : Interface changed state to down: tun-1-2 in device E-27-1
7314,1664585401,bgp_session_up,12.79.1,"[{""device_name"": ""E-79-1"", ""local_address"": ""12.79.1.2/30"", ""remote_peer_address"": ""12.79.1.1/30"", ""remote_id"": ""PE-79""}]",info,2022-10-01 00:50:01: bgp_mgr[6243]: %BGP-STATE_MGR-3-STATE_CHANGE_EVENT : BGP session to 12.79.1.1/30 changed state to up in device E-79-1
7312,1664585401,interface_down,tun-100-2-78-1,"[{""device_name"": ""E-78-1"", ""interface_name"": ""tun-100-2"", ""link_id"": ""tun-100-2-78-1""}]",error,2022-10-01 00:50:01: if_mgr[867]: %INTF-STATE_MGR-3-STATE_CHANGE_EVENT : Interface changed state to down: tun-100-2 in device E-78-1
7296,1664585401,interface_down,tun-1-2-62-2,"[{""device_name"": ""E-62-2"", ""interface_name"": ""tun-1-2"", ""link_id"": ""tun-1-2-62-2""}]",error,2022-10-01 00:50:01: if_mgr[9947]: %INTF-STATE_MGR-3-STATE_CHANGE_EVENT : Interface changed state to down: tun-1-2 in device E-62-2
7297,1664585401,interface_up,tun-100-2-63-1,"[{""device_name"": ""E-63-1"", ""interface_name"": ""tun-100-2"", ""link_id"": ""tun-100-2-63-1""}]",info,2022-10-01 00:50:01: if_mgr[9526]: %INTF-STATE_MGR-3-STATE_CHANGE_EVENT : Interface changed state to up: tun-100-2 in device E-63-1
7298,1664585401,interface_optics_fault,tun-100-1-63-2,"[{""device_name"": ""E-63-2"", ""interface_name"": ""tun-100-1"", ""link_id"": ""tun-100-1-63-2""}]",critical,2022-10-01 00:50:01: lda_server[4571]: %PKT_INFRA-FM-3-FAULT_MAJOR : ALARM_MAJOR :OPTICS RX POWER LANE-3 HIGH WARNING :CLEAR tun-100-1
7299,1664585401,interface_local_fault,tun-100-1-65-1,"[{""device_name"": ""E-65-1"", ""interface_name"": ""tun-100-1"", ""link_id"": ""tun-100-1-65-1""}]",critical,"2022-10-01 00:50:01: npu_drvr[4431]: %PLATFORM-VETH_PD-2-RX_FAULT : Interface tun-100-1, Detected Local Fault"
7300,1664585401,interface_up,tun-1-2-67-1,"[{""device_name"": ""E-67-1"", ""interface_name"": ""tun-1-2"", ""link_id"": ""tun-1-2-67-1""}]",info,2022-10-01 00:50:01: if_mgr[9567]: %INTF-STATE_MGR-3-STATE_CHANGE_EVENT : Interface changed state to up: tun-1-2 in device E-67-1
7301,1664585401,interface_down,12.68.1,"[{""device_name"": ""E-68-1"", ""interface_name"": ""et-1-1-1"", ""link_id"": ""12.68.1""}]",error,2022-10-01 00:50:01: if_mgr[7107]: %INTF-STATE_MGR-3-STATE_CHANGE_EVENT : Interface changed state to down: et-1-1-1 in device E-68-1
7302,1664585401,interface_down,tun-1-2-68-1,"[{""device_name"": ""E-68-1"", ""interface_name"": ""tun-1-2"", ""link_id"": ""tun-1-2-68-1""}]",error,2022-10-01 00:50:01: if_mgr[4111]: %INTF-STATE_MGR-3-STATE_CHANGE_EVENT : Interface changed state to down: tun-1-2 in device E-68-1
7313,1664585401,bgp_session_down,tun-1-2-78-2,"[{""device_name"": ""E-78-2"", ""local_address"": ""78.2.1.22/30"", ""remote_peer_address"": ""78.2.1.21/30"", ""remote_id"": ""E-1-2""}]",critical,2022-10-01 00:50:01: bgp_mgr[7356]: %BGP-STATE_MGR-3-STATE_CHANGE_EVENT : BGP session to 78.2.1.21/30 changed state to down in device E-78-2
7303,1664585401,interface_down,tun-100-2-69-2,"[{""device_name"": ""E-69-2"", ""interface_name"": ""tun-100-2"", ""link_id"": ""tun-100-2-69-2""}]",error,2022-10-01 00:50:01: if_mgr[692]: %INTF-STATE_MGR-3-STATE_CHANGE_EVENT : Interface changed state to down: tun-100-2 in device E-69-2
7305,1664585401,interface_up,12.72.1,"[{""device_name"": ""E-72-1"", ""interface_name"": ""et-1-1-1"", ""link_id"": ""12.72.1""}]",info,2022-10-01 00:50:01: if_mgr[2426]: %INTF-STATE_MGR-3-STATE_CHANGE_EVENT : Interface changed state to up: et-1-1-1 in device E-72-1
7306,1664585401,interface_optics_fault,tun-1-2-73-1,"[{""device_name"": ""E-73-1"", ""interface_name"": ""tun-1-2"", ""link_id"": ""tun-1-2-73-1""}]",critical,2022-10-01 00:50:01: lda_server[4287]: %PKT_INFRA-FM-3-FAULT_MAJOR : ALARM_MAJOR :OPTICS RX POWER LANE-3 HIGH WARNING :CLEAR tun-1-2
